#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-05-22T22:06:40 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ60a97fbb1d3821	
#INFO	-out.max=unlimited	
#INFO	queryParameters=19	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-out.src=J/MNRAS/419/2173/table5a
#-nav=cat:J/MNRAS/419/2173&tab:{J/MNRAS/419/2173/table5a}&key:source=J/MNRAS/419/2173/table5b&HTTPPRM:&&-ref=VIZ60a97fbb1d3821&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-order=I&-out=Star&-out=m_Star&-out=Perm&-out=JD0&-out=JD1&-out=HJDm&-out=N&-out=O-C&-out=e_O-C&-file=.&-meta.ucd=0&-meta=0&-usenav=1&-bmark=POST&-out.src=J/MNRAS/419/2173/table5a
#-source=J/MNRAS/419/2173/table5a
#-out=Star
#-out=m_Star
#-out=Perm
#-out=JD0
#-out=JD1
#-out=HJDm
#-out=N
#-out=O-C
#-out=e_O-C
#

#RESOURCE=yCat_74192173
#Name: J/MNRAS/419/2173
#Title: Long-term photometry of M3 RR Lyrae (Jursik+, 2012)
#Table	J_MNRAS_419_2173_table5a:
#Name: J/MNRAS/419/2173/table5a
#Title: O-C values
#Column	Star	(A3)	Star number, <Cl* NGC 5272 Saw VNNN> in Simbad	[ucd=meta.id;meta.main]
#Column	m_Star	(A1)	[ab] Multiplicity index on Star	[ucd=meta.code.multip]
#Column	Perm	(F11.8)	Mean period	[ucd=time.period;stat.mean]
#Column	JD0	(F7.1)	Time interval, lower value (JD-2400000)	[ucd=time.epoch]
#Column	JD1	(F7.1)	Time interval, upper value (JD-2400000)	[ucd=time.epoch]
#Column	HJDm	(F9.1)	Mead HJD of observation	[ucd=time.epoch;obs]
#Column	N	(I3)	Number of observation	[ucd=meta.number]
#Column	O-C	(F7.4)	Residual on HJDm	[ucd=stat.fit.residual]
#Column	e_O-C	(F7.4)	rms uncertainty on O-C	[ucd=stat.error;stat.fit.omc]
Star	m_Star	Perm	JD0	JD1	HJDm	N	O-C	e_O-C
076	 	 0.50175740	22729.6	22761.7	2422754.3	 89	 0.0033	 0.0033
076	 	 0.50175740	23858.5	24684.9	2424514.1	126	-0.0076	 0.0016
076	 	 0.50175740	28963.4	30078.6	2429702.7	 31	-0.0368	 0.0047
076	 	 0.50175740	33390.4	33763.6	2433506.6	 34	-0.0372	 0.0039
076	 	 0.50175740	34118.4	34567.4	2434340.9	 27	-0.0436	 0.0019
076	 	 0.50175740	35223.4	35933.6	2435530.1	 51	-0.0511	 0.0030
076	 	 0.50175740	36991.4	37058.6	2437023.5	 13	-0.0812	 0.0338
076	 	 0.50175740	37791.3	38502.7	2438117.4	 24	-0.0484	 0.0032
076	 	 0.50175740	42838.5	43254.6	2443042.2	 60	-0.0341	 0.0015
076	 	 0.50175740	43597.3	44343.5	2443914.7	 57	-0.0320	 0.0053
076	 	 0.50175740	47276.3	47962.7	2447739.9	103	-0.0077	 0.0008
076	 	 0.50175740	48659.6	49810.5	2448950.6	183	 0.0000	 0.0003
076	 	 0.50175740	50622.7	51283.6	2450966.2	179	 0.0226	 0.0004
076	 	 0.50175740	54872.4	54963.6	2454935.2	329	 0.0603	 0.0004
077	 	 0.45934540	13372.5	14079.7	2413813.3	 15	 0.0800	 0.0076
077	 	 0.45934540	14437.5	15161.9	2415054.7	 32	 0.0670	 0.0123
077	 	 0.45934540	22455.4	22761.7	2422749.7	 99	 0.0092	 0.0013
077	 	 0.45934540	23858.5	24684.9	2424526.6	187	-0.0060	 0.0008
077	 	 0.45934540	28963.4	30078.6	2429736.9	 31	-0.0316	 0.0023
077	 	 0.45934540	33390.4	33763.6	2433504.4	 39	-0.0493	 0.0021
077	 	 0.45934540	34118.4	34567.4	2434256.8	 41	-0.0499	 0.0018
077	 	 0.45934540	35223.4	35933.6	2435554.3	 55	-0.0575	 0.0018
077	 	 0.45934540	36991.4	37058.6	2437022.5	 19	-0.0669	 0.0039
077	 	 0.45934540	37757.5	38502.7	2438086.3	 24	-0.0574	 0.0022
077	 	 0.45934540	42838.5	43254.6	2443042.2	 60	-0.0450	 0.0022
077	 	 0.45934540	43597.3	44343.5	2443914.7	 57	-0.0469	 0.0038
077	 	 0.45934540	47276.3	47960.6	2447713.4	 92	-0.0155	 0.0011
077	 	 0.45934540	48659.6	49810.5	2448950.4	185	 0.0002	 0.0003
077	 	 0.45934540	50622.7	51288.0	2451053.8	244	 0.0161	 0.0004
077	 	 0.45934540	54872.4	54965.5	2454933.1	532	 0.0680	 0.0003
078	 	 0.61192540	13372.5	14079.6	2413825.8	 13	 0.0263	 0.0354
078	 	 0.61192540	14437.5	15161.9	2415048.2	 33	 0.0520	 0.0377
078	 	 0.61192540	22455.4	22840.6	2422751.0	125	-0.0085	 0.0057
078	 	 0.61192540	23858.5	24684.9	2424468.5	157	 0.0151	 0.0048
078	 	 0.61192540	28963.4	30078.6	2429761.3	 29	 0.0271	 0.0072
078	 	 0.61192540	33390.4	33763.6	2433504.5	 39	 0.0348	 0.0036
078	 	 0.61192540	34118.4	34567.4	2434256.2	 44	 0.0549	 0.0078
078	 	 0.61192540	35223.4	35933.6	2435478.7	 53	 0.0372	 0.0035
078	 	 0.61192540	36991.4	37058.6	2437024.6	 17	 0.0343	 0.0164
078	 	 0.61192540	37791.4	38502.6	2438058.1	 16	 0.0781	 0.0098
078	 	 0.61192540	42838.5	42928.6	2442909.0	 35	 0.0461	 0.0035
078	 	 0.61192540	43597.3	44343.5	2443966.3	 49	 0.0542	 0.0073
078	 	 0.61192540	47553.5	47958.7	2447649.8	 55	 0.0182	 0.0037
078	 	 0.61192540	48746.3	49810.5	2448922.8	225	 0.0003	 0.0017
078	 	 0.61192540	50622.7	50972.5	2450941.6	232	-0.0194	 0.0016
078	 	 0.61192540	54869.5	54965.5	2454930.5	660	-0.0588	 0.0007
080	 	 0.53837580	13372.5	14079.7	2413804.0	 16	-1.7672	 0.0474
080	 	 0.53837580	14437.5	15161.9	2415048.2	 33	-1.6000	 0.0187
080	 	 0.53837580	19479.8	20656.9	2420274.1	 25	-0.8105	 0.0137
080	 	 0.53837580	22455.4	22840.6	2422750.9	133	-0.5434	 0.0034
080	 	 0.53837580	23858.5	24684.9	2424466.6	161	-0.3611	 0.0061
080	 	 0.53837580	28963.4	30078.6	2429511.9	 79	 0.1978	 0.0063
080	 	 0.53837580	31965.7	32700.8	2432164.8	 38	 0.5421	 0.0127
080	 	 0.53837580	33390.4	33763.6	2433496.7	 43	 0.5986	 0.0110
080	 	 0.53837580	34118.3	34567.4	2434231.6	 57	 0.6463	 0.0058
080	 	 0.53837580	35223.4	35227.6	2435224.7	 25	 0.7039	 0.0050
080	 	 0.53837580	35598.5	35603.6	2435601.6	 23	 0.6836	 0.0245
080	 	 0.53837580	35920.4	35933.7	2435928.2	 17	 0.5477	 0.0100
080	 	 0.53837580	36991.4	37058.6	2437023.0	 17	 0.4254	 0.0186
080	 	 0.53837580	37757.5	38502.7	2438103.0	 25	 0.4632	 0.0074
080	 	 0.53837580	39944.4	39944.7	2439944.5	 12	 0.6219	 0.0096
080	 	 0.53837580	42838.5	43254.6	2443038.6	 59	 0.6008	 0.0054
080	 	 0.53837580	43597.3	44343.5	2443914.7	 57	 0.5194	 0.0147
080	 	 0.53837580	47276.3	47555.6	2447505.2	 51	 0.1336	 0.0074
080	 	 0.53837580	48755.6	49092.0	2448939.4	179	 0.0000	 0.0009
080	 	 0.53837580	50622.7	50972.5	2450943.4	174	-0.2440	 0.0030
080	 	 0.53837580	54869.5	54965.5	2454929.7	681	-0.8852	 0.0006
081	 	 0.52911390	13372.5	14079.7	2413811.4	 15	 0.1075	 0.0108
081	 	 0.52911390	14437.5	15161.9	2415042.1	 34	 0.1016	 0.0126
081	 	 0.52911390	19479.8	20656.9	2420274.0	 25	 0.0377	 0.0017
081	 	 0.52911390	22729.5	22840.6	2422753.8	134	 0.0258	 0.0015
081	 	 0.52911390	23858.5	24684.9	2424466.8	161	 0.0115	 0.0013
081	 	 0.52911390	28963.4	30078.6	2429512.1	 79	-0.0088	 0.0014
081	 	 0.52911390	31965.7	32700.8	2432164.8	 38	-0.0195	 0.0018
081	 	 0.52911390	33390.4	33763.6	2433496.7	 43	-0.0298	 0.0019
081	 	 0.52911390	34118.3	34567.4	2434317.2	 79	-0.0330	 0.0012
081	 	 0.52911390	35223.4	35933.7	2435533.7	 61	-0.0351	 0.0025
081	 	 0.52911390	36991.4	37058.6	2437026.5	 18	-0.0342	 0.0027
081	 	 0.52911390	37791.3	38502.7	2438117.4	 24	-0.0376	 0.0061
081	 	 0.52911390	42838.5	43254.6	2443042.2	 60	-0.0357	 0.0070
081	 	 0.52911390	43597.3	44343.5	2443914.7	 57	-0.0172	 0.0052
081	 	 0.52911390	47276.4	47555.6	2447541.0	 42	-0.0113	 0.0054
081	 	 0.52911390	48755.6	49092.0	2448939.0	183	-0.0001	 0.0003
081	 	 0.52911390	50622.7	51288.0	2450989.4	202	 0.0224	 0.0004
081	 	 0.52911390	54872.4	54965.5	2454932.1	647	 0.0716	 0.0004
082	 	 0.52451310	13372.5	14079.7	2413785.6	 15	 0.0671	 0.0111
082	 	 0.52451310	14437.5	15161.9	2415030.7	 31	 0.0139	 0.0084
082	 	 0.52451310	22729.5	22840.6	2422753.1	128	-0.1596	 0.0011
082	 	 0.52451310	23858.5	24684.9	2424471.3	157	-0.1874	 0.0010
082	 	 0.52451310	28963.4	30078.6	2429713.6	 32	-0.2471	 0.0029
082	 	 0.52451310	33034.5	33763.6	2433487.8	 43	-0.2873	 0.0116
082	 	 0.52451310	34076.5	34834.5	2434250.7	 69	-0.2529	 0.0014
082	 	 0.52451310	35219.3	35933.7	2435569.5	140	-0.2488	 0.0012
082	 	 0.52451310	36367.3	37131.4	2436775.2	101	-0.2396	 0.0014
082	 	 0.52451310	37757.5	38502.7	2438103.0	 25	-0.2305	 0.0019
082	 	 0.52451310	42838.5	43254.6	2443042.2	 60	-0.1443	 0.0018
082	 	 0.52451310	43597.3	44343.5	2443914.7	 57	-0.1370	 0.0016
082	 	 0.52451310	47276.3	47555.6	2447505.2	 51	-0.0510	 0.0022
082	 	 0.52451310	48755.6	49092.0	2448938.5	178	 0.0000	 0.0005
082	 	 0.52451310	50622.7	51288.0	2451214.4	 37	 0.0801	 0.0008
083	 	 0.50124950	13372.5	14079.7	2413804.0	 16	 0.1991	 0.0129
083	 	 0.50124950	14437.5	15161.9	2415042.1	 34	 0.1365	 0.0039
083	 	 0.50124950	19479.8	20656.9	2420242.2	 23	-0.0219	 0.0025
083	 	 0.50124950	22455.4	22840.6	2422750.6	133	-0.0766	 0.0008
083	 	 0.50124950	23858.5	24684.9	2424521.2	259	-0.1141	 0.0007
083	 	 0.50124950	28963.4	30078.6	2429513.6	 78	-0.1844	 0.0014
083	 	 0.50124950	31965.7	32700.8	2432164.8	 38	-0.1965	 0.0010
083	 	 0.50124950	33390.4	33763.6	2433498.6	 42	-0.1990	 0.0014
083	 	 0.50124950	34118.3	34567.4	2434312.6	 79	-0.2038	 0.0011
083	 	 0.50124950	35223.4	35933.6	2435528.5	 62	-0.2001	 0.0009
083	 	 0.50124950	36991.4	37058.6	2437024.3	 20	-0.1953	 0.0013
083	 	 0.50124950	37757.5	38502.7	2438103.0	 25	-0.1908	 0.0014
083	 	 0.50124950	42838.5	43254.6	2443038.6	 59	-0.1290	 0.0015
083	 	 0.50124950	43597.3	44343.5	2443914.7	 57	-0.1179	 0.0035
083	 	 0.50124950	47276.3	47555.6	2447505.2	 51	-0.0436	 0.0034
083	 	 0.50124950	48755.6	49092.0	2448939.0	183	 0.0000	 0.0003
083	 	 0.50124950	50622.7	50971.5	2450937.6	151	 0.0514	 0.0003
083	 	 0.50124950	54869.5	54965.5	2454929.2	714	 0.1843	 0.0004
084	 	 0.59572885	13372.5	14079.7	2413804.0	 16	-0.0010	 0.0106
084	 	 0.59572885	14437.5	15161.9	2415042.1	 34	 0.0009	 0.0103
084	 	 0.59572885	22455.4	22840.6	2422751.1	129	 0.0101	 0.0015
084	 	 0.59572885	23858.5	24684.9	2424466.8	161	 0.0105	 0.0027
084	 	 0.59572885	28963.4	30078.6	2429713.6	 32	 0.0225	 0.0049
084	 	 0.59572885	33034.5	33763.6	2433486.2	 44	 0.0079	 0.0019
084	 	 0.59572885	34118.3	34834.5	2434333.0	 93	 0.0078	 0.0021
084	 	 0.59572885	35219.3	35933.7	2435571.1	133	 0.0106	 0.0021
084	 	 0.59572885	36367.3	37131.4	2436787.3	 98	 0.0171	 0.0024
084	 	 0.59572885	37757.5	38502.7	2438103.0	 25	 0.0069	 0.0033
084	 	 0.59572885	42838.5	43254.6	2443042.2	 60	 0.0064	 0.0027
084	 	 0.59572885	43597.3	44343.5	2443914.7	 57	 0.0096	 0.0027
084	 	 0.59572885	47276.3	47958.7	2447597.3	 64	 0.0000	 0.0027
084	 	 0.59572885	48746.3	49810.5	2448922.8	225	-0.0004	 0.0004
084	 	 0.59572885	50162.4	50176.8	2450171.0	173	-0.0001	 0.0012
084	 	 0.59572885	50622.7	51288.0	2451007.9	291	-0.0015	 0.0005
084	 	 0.59572885	54872.4	54965.5	2454931.7	632	-0.0060	 0.0006
085	 	 0.35582000	13372.5	14079.7	2413804.0	 16	-0.0045	 0.0245
085	 	 0.35582000	14437.5	15161.9	2415048.2	 33	-0.0138	 0.0113
085	 	 0.35582000	19479.8	20656.9	2420258.2	 24	-0.0589	 0.0039
085	 	 0.35582000	22455.4	22840.6	2422750.9	133	-0.0585	 0.0031
085	 	 0.35582000	23858.5	24684.9	2424464.5	163	-0.0317	 0.0025
085	 	 0.35582000	28963.4	30078.6	2429513.6	 78	-0.0480	 0.0034
085	 	 0.35582000	31965.7	32700.8	2432164.8	 38	-0.0117	 0.0029
085	 	 0.35582000	33390.4	33763.6	2433496.7	 43	-0.0376	 0.0038
085	 	 0.35582000	34118.3	34567.4	2434312.5	 81	-0.0643	 0.0018
085	 	 0.35582000	35223.4	35933.7	2435542.1	 65	-0.0845	 0.0024
085	 	 0.35582000	36991.4	37058.6	2437022.8	 18	-0.0844	 0.0064
085	 	 0.35582000	37757.5	38502.7	2438103.0	 25	-0.1113	 0.0041
085	 	 0.35582000	42838.5	43254.6	2443042.2	 60	-0.0260	 0.0022
085	 	 0.35582000	43597.3	44343.5	2443914.7	 57	-0.0129	 0.0025
085	 	 0.35582000	47553.5	47555.6	2447554.2	 42	-0.0046	 0.0045
085	 	 0.35582000	48755.6	49092.0	2448939.0	183	 0.0000	 0.0004
085	 	 0.35582000	50622.7	50972.5	2450944.1	180	-0.0066	 0.0005
085	 	 0.35582000	54872.4	54965.5	2454931.5	607	-0.0594	 0.0004
086	 	 0.29265900	13372.5	14079.7	2413804.0	 16	 0.0262	 0.0175
086	 	 0.29265900	14437.5	15161.9	2415042.1	 34	 0.0407	 0.0113
086	 	 0.29265900	19479.8	20656.9	2420274.1	 25	 0.0813	 0.0027
086	 	 0.29265900	22455.4	22840.6	2422751.7	130	 0.1144	 0.0025
086	 	 0.29265900	23858.5	24684.9	2424464.1	161	 0.1444	 0.0028
086	 	 0.29265900	28963.4	30078.6	2429505.4	 78	 0.1471	 0.0023
086	 	 0.29265900	31965.7	32700.8	2432164.8	 38	 0.1289	 0.0016
086	 	 0.29265900	33390.4	33763.6	2433500.4	 41	 0.1200	 0.0030
086	 	 0.29265900	34118.3	34567.4	2434317.2	 79	 0.1261	 0.0017
086	 	 0.29265900	35223.4	35933.6	2435540.8	 63	 0.1195	 0.0024
086	 	 0.29265900	36991.4	37058.6	2437024.3	 18	 0.1030	 0.0049
086	 	 0.29265900	37757.5	38502.7	2438103.0	 25	 0.0856	 0.0035
086	 	 0.29265900	42838.5	43254.6	2443046.5	 58	 0.0384	 0.0015
086	 	 0.29265900	43597.3	44343.5	2443914.7	 57	 0.0338	 0.0022
086	 	 0.29265900	47276.3	47555.6	2447514.5	 49	 0.0132	 0.0027
086	 	 0.29265900	48755.6	49092.0	2448938.2	182	 0.0000	 0.0003
086	 	 0.29265900	50622.7	51288.0	2451022.3	148	 0.0035	 0.0006
086	 	 0.29265900	54869.5	54965.5	2454928.2	694	 0.0022	 0.0003
087	 	 0.35748250	13372.5	14079.6	2413804.0	 16	 0.0004	 0.0233
087	 	 0.35748250	14437.5	15161.9	2415048.2	 33	-0.0019	 0.0122
087	 	 0.35748250	22729.5	22840.6	2422753.8	128	 0.0172	 0.0047
087	 	 0.35748250	23858.5	24684.9	2424465.6	162	-0.0107	 0.0035
087	 	 0.35748250	28963.4	30078.6	2429713.6	 32	-0.0424	 0.0098
087	 	 0.35748250	33390.4	33763.6	2433496.7	 43	-0.0507	 0.0053
087	 	 0.35748250	34118.3	34567.4	2434310.1	 82	-0.0543	 0.0037
087	 	 0.35748250	35223.4	35933.7	2435535.9	 64	-0.0413	 0.0053
087	 	 0.35748250	36991.4	37058.6	2437022.8	 18	 0.0153	 0.0094
087	 	 0.35748250	37757.5	38502.6	2438080.8	 22	-0.0651	 0.0094
087	 	 0.35748250	42838.5	43254.6	2443042.2	 60	-0.0161	 0.0049
087	 	 0.35748250	43597.3	44343.5	2443914.7	 57	-0.0106	 0.0071
087	 	 0.35748250	47276.3	47958.7	2447607.6	 62	 0.0034	 0.0059
087	 	 0.35748250	48746.3	49810.5	2448926.6	220	-0.0039	 0.0017
087	 	 0.35748250	50622.7	51283.7	2450964.3	254	-0.0036	 0.0019
087	 	 0.35748250	54869.5	54965.5	2454929.5	741	-0.0130	 0.0008
088	 	 0.29874860	13372.5	14079.7	2413853.6	 13	 0.0972	 0.0099
088	 	 0.29874860	14437.5	15161.9	2415061.6	 31	 0.1024	 0.0096
088	 	 0.29874860	22729.5	22840.6	2422753.3	130	-0.0046	 0.0032
088	 	 0.29874860	23858.5	24684.9	2424471.8	156	 0.0141	 0.0028
088	 	 0.29874860	28963.4	30078.6	2429690.2	 30	-0.0197	 0.0061
088	 	 0.29874860	33390.4	33763.6	2433503.1	 40	-0.0160	 0.0038
088	 	 0.29874860	34118.4	34567.4	2434252.5	 48	-0.0218	 0.0031
088	 	 0.29874860	35223.4	35933.6	2435521.8	 61	-0.0380	 0.0026
088	 	 0.29874860	36991.4	37058.6	2437024.3	 20	-0.0327	 0.0076
088	 	 0.29874860	37791.3	38502.6	2438040.3	 20	-0.0760	 0.0052
088	 	 0.29874860	42838.5	43254.6	2443017.7	 53	-0.0869	 0.0043
088	 	 0.29874860	43597.3	44343.5	2443989.4	 36	-0.0647	 0.0061
088	 	 0.29874860	47553.5	47962.7	2447775.2	 93	-0.0185	 0.0020
088	 	 0.29874860	48659.6	49810.5	2448952.1	180	-0.0022	 0.0012
088	 	 0.29874860	50622.7	51288.0	2451052.0	248	-0.0002	 0.0005
088	 	 0.29874860	54869.5	54965.5	2454929.7	674	 0.0300	 0.0006
089	 	 0.54847830	13372.5	14079.7	2413785.8	 15	 0.0131	 0.0201
089	 	 0.54847830	14437.5	15161.9	2415042.1	 34	-0.0013	 0.0064
089	 	 0.54847830	22729.5	22840.6	2422753.2	128	 0.0050	 0.0015
089	 	 0.54847830	23858.5	24684.9	2424477.9	151	 0.0082	 0.0017
089	 	 0.54847830	28963.4	30078.6	2429736.9	 31	 0.0113	 0.0047
089	 	 0.54847830	33390.4	33763.6	2433496.7	 43	 0.0121	 0.0018
089	 	 0.54847830	34118.3	34567.4	2434228.3	 52	 0.0091	 0.0017
089	 	 0.54847830	35223.4	35933.7	2435540.8	 63	 0.0041	 0.0023
089	 	 0.54847830	37757.5	38502.7	2438103.0	 25	 0.0018	 0.0036
089	 	 0.54847830	42838.5	43254.6	2443044.1	 59	-0.0090	 0.0022
089	 	 0.54847830	43597.3	44343.5	2443926.2	 55	-0.0060	 0.0044
089	 	 0.54847830	47276.3	47555.6	2447505.2	 51	-0.0077	 0.0020
089	 	 0.54847830	48755.6	49092.0	2448939.0	183	 0.0000	 0.0003
089	 	 0.54847830	50622.7	51283.7	2450969.2	152	 0.0041	 0.0004
089	 	 0.54847830	54869.5	54965.5	2454930.5	587	 0.0096	 0.0004
090	 	 0.51703300	13372.5	14079.6	2413804.0	 16	-0.0415	 0.0114
090	 	 0.51703300	14437.5	15161.9	2415042.1	 34	-0.0348	 0.0059
090	 	 0.51703300	19479.8	20656.9	2420258.2	 24	-0.0077	 0.0041
090	 	 0.51703300	22455.4	22840.6	2422750.8	132	-0.0084	 0.0012
090	 	 0.51703300	23858.5	24684.9	2424463.2	162	-0.0080	 0.0011
090	 	 0.51703300	28963.4	30078.6	2429510.8	 80	-0.0141	 0.0011
090	 	 0.51703300	31965.7	32700.8	2432164.8	 38	-0.0156	 0.0010
090	 	 0.51703300	33034.5	33763.6	2433487.8	 43	-0.0147	 0.0032
090	 	 0.51703300	34076.5	34834.5	2434326.1	 92	-0.0208	 0.0017
090	 	 0.51703300	35219.3	35933.7	2435571.1	138	-0.0145	 0.0008
090	 	 0.51703300	36367.3	37131.4	2436780.0	102	-0.0119	 0.0016
090	 	 0.51703300	37757.5	38502.7	2438103.0	 25	-0.0143	 0.0052
090	 	 0.51703300	42838.5	43254.6	2443042.2	 60	-0.0007	 0.0020
090	 	 0.51703300	43597.3	44343.5	2443914.7	 57	-0.0005	 0.0017
090	 	 0.51703300	47276.3	47555.6	2447505.2	 51	 0.0026	 0.0035
090	 	 0.51703300	48755.6	49092.0	2448940.0	182	 0.0000	 0.0002
090	 	 0.51703300	50162.4	50176.8	2450170.9	168	-0.0051	 0.0009
090	 	 0.51703300	50622.7	51288.0	2451033.9	250	-0.0084	 0.0004
090	 	 0.51703300	54869.5	54965.5	2454930.9	647	-0.0327	 0.0005
091	 	 0.53015000	13372.5	14079.7	2413804.0	 16	-0.2582	 0.0132
091	 	 0.53015000	14437.5	15161.9	2415038.5	 33	-0.1901	 0.0063
091	 	 0.53015000	22455.4	22840.6	2422751.2	128	 0.1311	 0.0014
091	 	 0.53015000	24283.4	24684.9	2424477.5	154	 0.1718	 0.0020
091	 	 0.53015000	28963.4	30078.6	2429713.6	 32	 0.3044	 0.0037
091	 	 0.53015000	33034.5	33763.6	2433489.3	 42	 0.3188	 0.0079
091	 	 0.53015000	34076.5	34834.5	2434259.4	 70	 0.3087	 0.0032
091	 	 0.53015000	35219.3	35933.7	2435571.9	140	 0.3145	 0.0022
091	 	 0.53015000	36367.3	37131.4	2436773.9	102	 0.2884	 0.0024
091	 	 0.53015000	37757.5	38502.7	2438103.0	 25	 0.2617	 0.0042
091	 	 0.53015000	42838.5	43254.6	2443048.2	 57	 0.1804	 0.0018
091	 	 0.53015000	43597.3	44343.5	2443914.7	 57	 0.1350	 0.0038
091	 	 0.53015000	47276.3	47555.6	2447505.2	 51	 0.0135	 0.0027
091	 	 0.53015000	48755.6	49092.0	2448938.2	182	-0.0002	 0.0015
091	 	 0.53015000	54932.3	54963.6	2454959.1	 75	-0.2661	 0.0011
092	 	 0.50355375	13372.5	14079.7	2413804.0	 16	-0.0284	 0.0108
092	 	 0.50355375	14437.5	15161.9	2415038.5	 33	-0.0248	 0.0086
092	 	 0.50355375	19479.8	20656.9	2420274.1	 25	 0.0414	 0.0023
092	 	 0.50355375	22729.5	22840.6	2422753.2	129	 0.0311	 0.0017
092	 	 0.50355375	23858.5	24684.9	2424493.5	185	 0.0519	 0.0011
092	 	 0.50355375	28963.4	30078.6	2429544.5	 73	 0.0583	 0.0015
092	 	 0.50355375	31965.7	32700.8	2432164.8	 38	 0.0413	 0.0015
092	 	 0.50355375	33390.4	33763.6	2433496.7	 43	 0.0522	 0.0022
092	 	 0.50355375	34118.3	34567.4	2434214.1	 52	 0.0511	 0.0017
092	 	 0.50355375	35223.4	35933.6	2435516.6	 61	 0.0330	 0.0026
092	 	 0.50355375	36991.4	37058.6	2437026.1	 19	 0.0602	 0.0053
092	 	 0.50355375	37757.5	38502.7	2438115.9	 24	 0.0545	 0.0027
092	 	 0.50355375	42838.5	43254.6	2443042.2	 60	 0.0370	 0.0023
092	 	 0.50355375	43597.3	44343.5	2443914.7	 57	 0.0383	 0.0018
092	 	 0.50355375	47276.3	47555.6	2447509.8	 50	 0.0157	 0.0020
092	 	 0.50355375	48755.6	49092.0	2448939.2	181	 0.0000	 0.0009
092	 	 0.50355375	50162.4	50176.8	2450170.9	166	-0.0101	 0.0013
092	 	 0.50355375	50622.7	50972.5	2450945.0	 93	-0.0148	 0.0013
092	 	 0.50355375	54872.4	54965.5	2454932.3	656	-0.0328	 0.0007
093	 	 0.60230000	13372.5	14079.7	2413820.1	 14	 0.0045	 0.0286
093	 	 0.60230000	14437.5	15161.9	2415056.7	 32	-0.0047	 0.0073
093	 	 0.60230000	19479.8	20656.9	2420205.7	 21	 0.0105	 0.0029
093	 	 0.60230000	22455.4	22840.6	2422751.3	129	 0.0680	 0.0024
093	 	 0.60230000	23858.5	24684.9	2424519.8	259	 0.0730	 0.0014
093	 	 0.60230000	28963.4	30078.6	2429519.3	 73	 0.0714	 0.0033
093	 	 0.60230000	31965.7	32700.8	2432164.8	 38	 0.0638	 0.0024
093	 	 0.60230000	33390.4	33763.6	2433500.4	 41	 0.0654	 0.0035
093	 	 0.60230000	34118.3	34508.9	2434297.2	 75	 0.0588	 0.0021
093	 	 0.60230000	35223.4	35933.7	2435512.0	 58	 0.0539	 0.0031
093	 	 0.60230000	36991.4	37058.6	2437024.3	 20	 0.0597	 0.0066
093	 	 0.60230000	37757.5	38502.7	2438103.0	 25	 0.0440	 0.0026
093	 	 0.60230000	42838.5	43254.6	2443042.2	 60	 0.0247	 0.0034
093	 	 0.60230000	43597.3	44343.5	2443914.7	 57	 0.0211	 0.0019
093	 	 0.60230000	47276.3	47555.6	2447507.9	 48	 0.0018	 0.0056
093	 	 0.60230000	48755.6	49092.0	2448938.6	176	 0.0001	 0.0004
093	 	 0.60230000	50622.7	50972.5	2450940.5	152	-0.0113	 0.0005
093	 	 0.60230000	54872.4	54965.5	2454931.2	688	 0.0657	 0.0006
094	 	 0.52369450	13372.5	14079.7	2413786.2	 15	 0.0169	 0.0153
094	 	 0.52369450	14437.5	15161.9	2415044.7	 32	 0.0107	 0.0109
094	 	 0.52369450	19479.8	20656.9	2420243.6	 23	-0.0165	 0.0040
094	 	 0.52369450	22455.4	22840.6	2422750.9	133	-0.0193	 0.0011
094	 	 0.52369450	23858.5	24684.9	2424522.5	256	-0.0144	 0.0008
094	 	 0.52369450	28963.4	30078.6	2429509.8	 77	-0.0269	 0.0016
094	 	 0.52369450	31965.7	32700.8	2432164.8	 38	-0.0253	 0.0015
094	 	 0.52369450	33390.4	33763.6	2433496.7	 43	-0.0198	 0.0031
094	 	 0.52369450	34118.3	34567.4	2434312.6	 77	-0.0341	 0.0020
094	 	 0.52369450	35223.4	35933.6	2435528.2	 61	-0.0345	 0.0037
094	 	 0.52369450	36991.4	37058.6	2437026.5	 18	-0.0328	 0.0049
094	 	 0.52369450	37791.3	38502.7	2438117.4	 24	-0.0256	 0.0017
094	 	 0.52369450	42838.5	43254.6	2443038.3	 57	-0.0178	 0.0017
094	 	 0.52369450	43597.3	44343.5	2443914.7	 57	-0.0173	 0.0013
094	 	 0.52369450	47276.3	47555.6	2447505.2	 51	-0.0059	 0.0016
094	 	 0.52369450	48755.6	49092.0	2448939.3	179	 0.0000	 0.0002
094	 	 0.52369450	50622.7	51288.0	2450996.7	212	-0.0013	 0.0003
